BJD - 2454833, Corrected Flux
3135.025670970, 1.017465787,
3135.046102533, 1.017210182,
3135.066534296, 1.017347747,
3135.086965959, 1.017298791,
3135.107397522, 1.017335973,
3135.127829285, 1.017651026,
3135.168692711, 1.019088928,
3135.209555937, 1.018676741,
3135.229987700, 1.018740058,
3135.250419263, 1.018782827,
3135.291282690, 1.018844752,
3135.311714253, 1.018868798,
3135.332145916, 1.018716163,
3135.352577679, 1.018717711,
3135.373009243, 1.018738833,
3135.393441006, 1.018823162,
3135.413872669, 1.019020097,
3135.454735996, 1.019195630,
3135.475167560, 1.018995964,
3135.495599223, 1.018806974,
3135.516030986, 1.018788225,
3135.536462650, 1.018937946,
3135.556894314, 1.018818109,
3135.577325977, 1.019050030,
3135.597757641, 1.019054635,
3135.618189304, 1.019020524,
3135.638620968, 1.018996134,
3135.659052632, 1.018831188,
3135.679484395, 1.019074215,
3135.699915959, 1.018801141,
3135.720347623, 1.018916239,
3135.740779387, 1.019038245,
3135.761210950, 1.018866705,
3135.781642714, 1.018945658,
3135.802074378, 1.018936737,
3135.842937706, 1.019006105,
3135.863369370, 1.019151097,
3135.883800934, 1.019301291,
3135.904232698, 1.018993576,
3135.945095926, 1.018887039,
3135.965527691, 1.019200745,
3135.985959355, 1.018924858,
3136.006391119, 1.018991893,
3136.026822683, 1.019066378,
3136.047254348, 1.019063778,
3136.067686112, 1.019210659,
3136.088117676, 1.019152327,
3136.108549341, 1.018967004,
3136.128981005, 1.019045551,
3136.149412669, 1.019122710,
3136.190276099, 1.019160813,
3136.231139428, 1.019262484,
3136.251571092, 1.019300249,
3136.272002657, 1.018830428,
3136.292434422, 1.019913738,
3136.312866086, 1.018973638,
3136.333297651, 1.019233458,
3136.353729416, 1.018984562,
3136.374161081, 1.019039134,
3136.394592846, 1.019249621,
3136.435456076, 1.019042180,
3136.455887841, 1.019134935,
3136.476319406, 1.019097313,
3136.496751071, 1.019102149,
3136.517182836, 1.019247659,
3136.537614401, 1.018853640,
3136.558046066, 1.019243028,
3136.578477832, 1.018858480,
3136.619341162, 1.019247190,
3136.639772827, 1.019061993,
3136.680636158, 1.019717090,
3136.701067824, 1.019102626,
3136.721499489, 1.019050634,
3136.741931155, 1.019312569,
3136.762362820, 1.019187385,
3136.782794486, 1.019231250,
3136.803226152, 1.019028746,
3136.823657817, 1.019145620,
3136.844089583, 1.019145351,
3136.864521149, 1.019199266,
3136.884952815, 1.019250355,
3136.925816147, 1.019435812,
3136.946247813, 1.018734132,
3136.966679579, 1.019178387,
3136.987111145, 1.018931963,
3137.007542811, 1.019122748,
3137.027974577, 1.019255371,
3137.048406143, 1.019311046,
3137.068837909, 1.019072624,
3137.089269576, 1.019148737,
3137.109701142, 1.019420407,
3137.130132908, 1.019515913,
3137.150564575, 1.019231380,
3137.170996141, 1.019161497,
3137.191427908, 1.019235739,
3137.211859574, 1.019329525,
3137.232291341, 1.019314938,
3137.252722908, 1.019370771,
3137.273154574, 1.019215561,
3137.293586341, 1.019332258,
3137.314018008, 1.020112487,
3137.334449575, 1.019680304,
3137.354881341, 1.019278740,
3137.375313008, 1.019104247,
3137.416176342, 1.018860268,
3137.436608009, 1.019348624,
3137.457039676, 1.019418110,
3137.477471344, 1.019309016,
3137.497902911, 1.019300005,
3137.518334678, 1.019131057,
3137.538766345, 1.019720927,
3137.559197913, 1.019380013,
3137.579629680, 1.019596143,
3137.600061348, 1.019048618,
3137.620492915, 1.019027995,
3137.640924683, 1.019107986,
3137.661356350, 1.019271474,
3137.681788118, 1.019427817,
3137.702219686, 1.019266723,
3137.722651353, 1.019621393,
3137.743083121, 1.019333274,
3137.763514689, 1.019416898,
3137.783946357, 1.019363536,
3137.804378125, 1.019478010,
3137.824809793, 1.019420724,
3137.845241361, 1.019562823,
3137.865673129, 1.019598616,
3137.906536465, 1.019442862,
3137.926968134, 1.019562962,
3137.947399802, 1.019393731,
3137.967831470, 1.019638019,
3137.988263139, 1.019507990,
3138.008694807, 1.020826342,
3138.029126576, 1.019491378,
3138.049558144, 1.019781382,
3138.069989913, 1.019274450,
3138.090421482, 1.019752071,
3138.110853151, 1.019492275,
3138.151716488, 1.019695198,
3138.172148157, 1.019519190,
3138.192579926, 1.019405156,
3138.213011495, 1.019441056,
3138.253874933, 1.019498583,
3138.274306503, 1.019547091,
3138.294738272, 1.019631905,
3138.315169941, 1.019466168,
3138.335601510, 1.019514738,
3138.356033280, 1.019678035,
3138.396896619, 1.019786455,
3138.417328289, 1.019533008,
3138.437759958, 1.019555074,
3138.458191728, 1.019318108,
3138.478623298, 1.019927105,
3138.499054967, 1.019688892,
3138.519486737, 1.019618959,
3138.539918407, 1.019755526,
3138.560349977, 1.019533636,
3138.601213418, 1.019443263,
3138.621644988, 1.019754393,
3138.642076758, 1.019767715,
3138.662508428, 1.019678078,
3138.682940199, 1.019363500,
3138.703371769, 1.019430674,
3138.723803440, 1.019429127,
3138.744235110, 1.019451469,
3138.764666781, 1.019649215,
3138.785098451, 1.019241006,
3138.805530222, 1.019630586,
3138.825961793, 1.019369509,
3138.846393464, 1.019602134,
3138.887256806, 1.019623172,
3138.907688577, 1.019576494,
3138.928120148, 1.019480306,
3138.948551819, 1.019804591,
3138.968983590, 1.019738731,
3138.989415161, 1.019657600,
3139.009846833, 1.019551307,
3139.030278604, 1.019497470,
3139.050710276, 1.019782693,
3139.071141947, 1.019554797,
3139.091573619, 1.019395955,
3139.132436962, 1.019571792,
3139.152868634, 1.019667255,
3139.173300306, 1.019570459,
3139.193732078, 1.019610354,
3139.214163650, 1.019654976,
3139.234595322, 1.019636300,
3139.255027094, 1.019702720,
3139.275458666, 1.019879204,
3139.295890439, 1.019652814,
3139.316322111, 1.019716303,
3139.377617128, 1.019493136,
3139.398048701, 1.019580794,
3139.418480474, 1.019671545,
3139.438912146, 1.019802750,
3139.459343719, 1.019595705,
3139.479775492, 1.019717011,
3139.500207065, 1.019503529,
3139.520638838, 1.019465219,
3139.541070511, 1.019373137,
3139.561502184, 1.019970615,
3139.581933857, 1.019302374,
3139.622797204, 1.019857291,
3139.643228878, 1.019652424,
3139.663660551, 1.019964211,
3139.684092325, 1.019617583,
3139.704523998, 1.019890619,
3139.724955572, 1.019544190,
3139.745387346, 1.019860532,
3139.786250594, 1.019851730,
3139.806682368, 1.019703649,
3139.827114042, 1.019870822,
3139.867977390, 1.019780428,
3139.888409064, 1.019698680,
3139.908840839, 1.019654741,
3139.929272413, 1.019682545,
3139.949704088, 1.019354359,
3139.970135862, 1.019682522,
3139.990567437, 1.019733183,
3140.010999112, 1.019627208,
3140.031430886, 1.019336753,
3140.051862461, 1.019643696,
3140.072294136, 1.019771842,
3140.092725911, 1.019767451,
3140.113157486, 1.019524964,
3140.133589261, 1.019768901,
3140.154020837, 1.019898791,
3140.174452612, 1.019726984,
3140.194884287, 1.019838563,
3140.215315863, 1.019883104,
3140.235747538, 1.019681509,
3140.256179314, 1.019962259,
3140.276610990, 1.019843399,
3140.297042666, 1.019782193,
3140.317474341, 1.019729077,
3140.358337693, 1.019556589,
3140.378769369, 1.019832194,
3140.399201046, 1.019631340,
3140.419632822, 1.019916003,
3140.440064398, 1.019697846,
3140.460496075, 1.019778972,
3140.480927851, 1.019764369,
3140.501359428, 1.019764605,
3140.521791204, 1.019871018,
3140.542222881, 1.019770988,
3140.562654458, 1.019614486,
3140.603517912, 1.019755743,
3140.623949489, 1.019862598,
3140.644381266, 1.019577756,
3140.664812943, 1.019792277,
3140.685244620, 1.019648850,
3140.705676298, 1.019819211,
3140.726107975, 1.019558722,
3140.746539752, 1.019652836,
3140.766971330, 1.019762305,
3140.787403008, 1.019727643,
3140.807834685, 1.019848386,
3140.828266363, 1.020235152,
3140.848698041, 1.019496938,
3140.869129819, 1.019999344,
3140.889561397, 1.019598870,
3140.909993176, 1.019701055,
3140.930424854, 1.019612394,
3140.950856432, 1.019647616,
3140.971288211, 1.019951705,
3140.991719889, 1.019721860,
3141.012151468, 1.020030879,
3141.032583246, 1.019937851,
3141.114309962, 1.019881130,
3141.134741741, 1.019846127,
3141.155173320, 1.019869058,
3141.175604999, 1.019852721,
3141.196036779, 1.020003071,
3141.257331817, 1.019789042,
3141.277763397, 1.019869511,
3141.298195077, 1.019821455,
3141.339058537, 1.019551337,
3141.359490217, 1.019896311,
3141.379921897, 1.019870726,
3141.400353577, 1.019752664,
3141.420785257, 1.020011075,
3141.441216938, 1.020014143,
3141.461648618, 1.020019638,
3141.482080299, 1.020297446,
3141.502511979, 1.019971545,
3141.522943660, 1.019895376,
3141.543375341, 1.019774667,
3141.563807022, 1.019957842,
3141.584238803, 1.019928045,
3141.625102065, 1.019836176,
3141.645533847, 1.020013676,
3141.665965428, 1.020205253,
3141.686397109, 1.020032719,
3141.706828891, 1.020047466,
3141.727260473, 1.020737082,
3141.747692254, 1.020247216,
3141.768123936, 1.019842317,
3141.788555518, 1.020056462,
3141.829418982, 1.019885854,
3141.849850564, 1.020343446,
3141.870282347, 1.019924819,
3141.890714029, 1.020093753,
3141.911145712, 1.019913438,
3141.931577394, 1.019902452,
3141.952009077, 1.020311617,
3141.972440860, 1.019867810,
3142.013304125, 1.020039170,
3142.033735908, 1.019956130,
3142.074599175, 1.020195494,
3142.095030958, 1.019890981,
3142.115462641, 1.020054285,
3142.135894325, 1.020135151,
3142.176757692, 1.020116648,
3142.197189376, 1.020083923,
3142.217621060, 1.020226819,
3142.238052744, 1.019952354,
3142.258484428, 1.020054297,
3142.278916112, 1.020086035,
3142.319779481, 1.020277964,
3142.340211165, 1.020087303,
3142.360642950, 1.020177720,
3142.381074535, 1.020215023,
3142.401506219, 1.019947242,
3142.421938004, 1.020557206,
3142.442369589, 1.020280332,
3142.462801274, 1.020214456,
3142.483233059, 1.020207622,
3142.503664645, 1.020393211,
3142.524096430, 1.020336269,
3142.585391487, 1.020176097,
3142.605823172, 1.020088902,
3142.626254858, 1.020167807,
3142.646686544, 1.020261740,
3142.667118230, 1.020025049,
3142.687549916, 1.020111953,
3142.707981703, 1.020488784,
3142.748845076, 1.020186869,
3142.769276762, 1.020145776,
3142.810140136, 1.020214000,
3142.830571822, 1.020190989,
3142.851003409, 1.020230222,
3142.871435196, 1.020170703,
3142.891866784, 1.020080994,
3142.932730258, 1.020270045,
3142.953161846, 1.020353066,
3142.973593633, 1.020204408,
3142.994025321, 1.020142376,
3143.014456909, 1.021165751,
3143.075751973, 1.020282761,
3143.096183761, 1.020360275,
3143.116615449, 1.020146441,
3143.137047238, 1.020314691,
3143.157478826, 1.020511081,
3143.177910515, 1.020595018,
3143.218773992, 1.020362474,
3143.239205581, 1.020290199,
3143.320932438, 1.020181013,
3143.341364128, 1.020343958,
3143.361795917, 1.020446286,
3143.382227507, 1.020375017,
3143.402659197, 1.020516593,
3143.423090987, 1.020415858,
3143.443522577, 1.020959139,
3143.463954267, 1.020323725,
3143.484386057, 1.020532031,
3143.545681028, 1.020250319,
3143.566112719, 1.020608644,
3143.586544510, 1.020624608,
3143.606976101, 1.020491864,
3143.627407792, 1.020762933,
3143.647839583, 1.020663497,
3143.668271174, 1.020458495,
3143.688702865, 1.020737547,
3143.709134657, 1.020938644,
3143.729566348, 1.020462441,
3143.749998040, 1.020721479,
3143.790861424, 1.020554657,
3143.811293116, 1.020673907,
3143.831724808, 1.020861166,
3143.852156500, 1.020729953,
3143.872588192, 1.020622048,
3143.893019885, 1.020744904,
3143.913451677, 1.020815348,
3143.933883370, 1.020682529,
3143.954314963, 1.020636986,
3143.974746756, 1.020744161,
3143.995178449, 1.020520788,
3144.015610042, 1.020656486,
3144.036041835, 1.020578007,
3144.056473528, 1.020743479,
3144.076905122, 1.020466089,
3144.097336916, 1.020782144,
3144.117768609, 1.020414251,
3144.138200403, 1.020525908,
3144.158631997, 1.020934778,
3144.199495385, 1.020728868,
3144.219927079, 1.020846944,
3144.240358774, 1.020750399,
3144.301653958, 1.020707148,
3144.322085553, 1.020890531,
3144.342517248, 1.020929234,
3144.362949043, 1.020701615,
3144.383380638, 1.020856535,
3144.403812333, 1.020859078,
3144.424244129, 1.020999342,
3144.444675824, 1.021430370,
3144.465107420, 1.020853865,
3144.485539216, 1.020931976,
3144.505970912, 1.020665157,
3144.526402608, 1.020701493,
3144.546834304, 1.020755146,
3144.567266000, 1.020767212,
3144.587697796, 1.021021294,
3144.628561090, 1.021016834,
3144.648992886, 1.020744739,
3144.669424483, 1.020868911,
3144.689856180, 1.020655637,
3144.771583069, 1.020872427,
3144.792014667, 1.020830111,
3144.812446465, 1.021057688,
3144.832878163, 1.020743217,
3144.853309761, 1.020753336,
3144.873741559, 1.020803989,
3144.894173257, 1.020735183,
3144.914604955, 1.020913814,
3144.935036654, 1.020879292,
3144.955468352, 1.020817790,
3144.975900051, 1.020968814,
3145.016763449, 1.021019212,
3145.037195148, 1.020980883,
3145.057626847, 1.020944378,
3145.078058546, 1.021122008,
3145.098490346, 1.020964363,
3145.118921945, 1.021223097,
3145.139353745, 1.021115638,
3145.159785445, 1.021270673,
3145.180217045, 1.021038779,
3145.200648845, 1.020898044,
3145.221080545, 1.021026430,
3145.282375646, 1.020994663,
3145.302807447, 1.020937854,
3145.323239048, 1.021095446,
3145.343670749, 1.021014449,
3145.364102550, 1.021050667,
3145.384534151, 1.020957822,
3145.404965852, 1.020821201,
3145.425397654, 1.021072763,
3145.445829256, 1.020854159,
3145.466260957, 1.020982926,
3145.486692759, 1.020997280,
3145.507124361, 1.021194921,
3145.527556163, 1.020931543,
3145.547987865, 1.021255350,
3145.568419468, 1.021159715,
3145.588851270, 1.021090704,
3145.609282973, 1.021144048,
3145.629714576, 1.020818690,
3145.650146379, 1.021106980,
3145.670578082, 1.020915121,
3145.691009785, 1.021151324,
3145.711441488, 1.021027295,
3145.752304995, 1.021230963,
3145.772736599, 1.021286424,
3145.793168302, 1.021134160,
3145.813600106, 1.021250318,
3145.854463415, 1.020860180,
3145.874895219, 1.021284489,
3145.915758628, 1.021024744,
3145.936190333, 1.021217135,
3145.997485448, 1.021109613,
3146.017917053, 1.021087890,
3146.038348858, 1.021089538,
3146.058780564, 1.021131802,
3146.079212370, 1.021293701,
3146.099643975, 1.021108866,
3146.120075681, 1.021047489,
3146.140507487, 1.021295217,
3146.160939094, 1.021011351,
3146.181370800, 1.021274378,
3146.201802606, 1.020991721,
3146.242665920, 1.020733994,
3146.263097627, 1.021441017,
3146.283529334, 1.021289136,
3146.303961141, 1.021151672,
3146.324392848, 1.021265531,
3146.344824456, 1.020891836,
3146.365256263, 1.021027156,
3146.385687971, 1.020893893,
3146.406119579, 1.020754487,
3146.426551387, 1.020940155,
3146.446983095, 1.021056678,
3146.467414903, 1.021290696,
3146.487846511, 1.021374935,
3146.508278220, 1.021240332,
3146.528710028, 1.021355466,
3146.569573346, 1.021207891,
3146.610436765, 1.021002566,
3146.630868474, 1.021385133,
3146.651300283, 1.021426124,
3146.671731893, 1.021239647,
3146.692163703, 1.021294319,
3146.733027023, 1.021327155,
3146.753458833, 1.021313986,
3146.773890543, 1.021126473,
3146.794322254, 1.021138271,
3146.814753964, 1.021351974,
3146.835185675, 1.021219086,
3146.855617386, 1.021371293,
3146.876049197, 1.021168486,
3146.896480808, 1.021258670,
3146.916912520, 1.021402540,
3146.937344231, 1.021232169,
3146.978207755, 1.021455111,
3146.998639367, 1.022542139,
3147.019071079, 1.021310583,
3147.039502891, 1.021431994,
3147.059934503, 1.021260253,
3147.080366316, 1.021327485,
3147.100798028, 1.021197642,
3147.121229641, 1.021313662,
3147.141661454, 1.021191085,
3147.162093167, 1.021305490,
3147.182524780, 1.021270163,
3147.243820121, 1.021517926,
3147.264251735, 1.021182409,
3147.284683449, 1.021346279,
3147.305115263, 1.021470281,
3147.325546877, 1.021385389,
3147.345978591, 1.021390004,
3147.366410406, 1.021127152,
3147.427705550, 1.021417027,
3147.468568981, 1.021401764,
3147.489000696, 1.021290620,
3147.509432412, 1.021333811,
3147.529864127, 1.022271661,
3147.550295843, 1.021445950,
3147.570727559, 1.021262735,
3147.591159275, 1.021206759,
3147.611590992, 1.022625508,
3147.632022808, 1.021448868,
3147.652454425, 1.021446097,
3147.672886141, 1.021371385,
3147.713749575, 1.021723416,
3147.734181293, 1.021443266,
3147.754613110, 1.021503393,
3147.775044727, 1.021353103,
3147.795476445, 1.021578343,
3147.815908263, 1.021963639,
3147.836339881, 1.021410263,
3147.856771699, 1.021440018,
3147.897635036, 1.021477351,
3147.918066854, 1.021624829,
3147.958930292, 1.021627658,
3147.979362011, 1.021390665,
3147.999793730, 1.021329054,
3148.020225549, 1.021479446,
3148.040657169, 1.021574326,
3148.061088889, 1.021693330,
3148.081520708, 1.021373968,
3148.101952428, 1.021695864,
3148.122384048, 1.021714932,
3148.142815869, 1.021538848,
3148.163247589, 1.021346473,
3148.204111030, 1.021847633,
3148.224542651, 1.021807701,
3148.244974472, 1.021671548,
3148.265406194, 1.021454205,
3148.285837915, 1.021626730,
3148.306269636, 1.021633934,
3148.326701358, 1.021529965,
3148.367564802, 1.021546060,
3148.408428346, 1.021471018,
3148.428859969, 1.021800487,
3148.449291691, 1.021648270,
3148.469723514, 1.021488198,
3148.490155137, 1.021599351,
3148.510586860, 1.021785626,
3148.531018683, 1.021513732,
3148.551450307, 1.021441787,
3148.571882030, 1.021642408,
3148.592313854, 1.021532120,
3148.612745578, 1.021697303,
3148.633177302, 1.021350455,
3148.694472475, 1.021518879,
3148.714904200, 1.021750720,
3148.735335924, 1.021776971,
3148.755767749, 1.021705562,
3148.776199375, 1.021666072,
3148.796631200, 1.021685821,
3148.817062925, 1.022117021,
3148.837494551, 1.021626497,
3148.857926377, 1.021520780,
3148.878358103, 1.021680298,
3148.898789729, 1.021614427,
3148.939653282, 1.021472470,
3148.960084908, 1.021948999,
3148.980516735, 1.021675587,
3149.000948362, 1.021546079,
3149.021380189, 1.021545073,
3149.041811916, 1.021561852,
3149.062243544, 1.021733078,
3149.082675371, 1.021559005,
3149.103107099, 1.021716096,
3149.123538827, 1.021751553,
3149.143970555, 1.021757065,
3149.184834112, 1.021859286,
3149.225697469, 1.021828198,
3149.246129298, 1.021664045,
3149.266561027, 1.021545148,
3149.286992656, 1.021785261,
3149.327856215, 1.021734892,
3149.348287845, 1.021719765,
3149.368719675, 1.021814417,
3149.389151405, 1.021999934,
3149.409583235, 1.021741422,
3149.430014865, 1.021906526,
3149.450446596, 1.022040457,
3149.470878427, 1.021658199,
3149.491310058, 1.021795386,
3149.511741789, 1.021838301,
3149.532173620, 1.021726652,
3149.552605251, 1.021926036,
3149.573037083, 1.021832844,
3149.593468815, 1.021910970,
3149.613900447, 1.021836309,
3149.634332279, 1.022003713,
3149.654763911, 1.021894372,
3149.675195643, 1.022053219,
3149.695627476, 1.021695598,
3149.716059109, 1.022033682,
3149.736490842, 1.021775916,
3149.756922675, 1.021734528,
3149.777354308, 1.021960732,
3149.818217875, 1.021077148,
3149.838649609, 1.021936520,
3149.859081343, 1.021919862,
3149.920376546, 1.021625034,
3149.940808280, 1.021789579,
3149.961240115, 1.022081212,
3149.981671850, 1.021847280,
3150.002103485, 1.021846978,
3150.022535321, 1.022055772,
3150.042967056, 1.021996067,
3150.063398692, 1.021905105,
3150.083830528, 1.022016716,
3150.104262264, 1.021789392,
3150.165557473, 1.021837587,
3150.185989310, 1.022053798,
3150.206420947, 1.021634485,
3150.226852684, 1.021974977,
3150.247284421, 1.021993697,
3150.267716158, 1.021803113,
3150.288147796, 1.021884452,
3150.308579634, 1.022177051,
3150.329011372, 1.021837070,
3150.349443210, 1.021942415,
3150.369874848, 1.021884258,
3150.410738425, 1.022083843,
3150.431170064, 1.021945057,
3150.451601803, 1.021938214,
3150.472033642, 1.021974827,
3150.492465382, 1.021931259,
3150.512897021, 1.021853025,
3150.533328861, 1.022064958,
3150.553760601, 1.021806913,
3150.574192341, 1.021968332,
3150.594624081, 1.021993358,
3150.615055822, 1.022210548,
3150.655919303, 1.021980984,
3150.676351044, 1.022012962,
3150.696782885, 1.021936183,
3150.717214527, 1.021950211,
3150.737646368, 1.022096047,
3150.758078110, 1.021886540,
3150.778509752, 1.022041367,
3150.798941594, 1.021986559,
3150.819373336, 1.022028218,
3150.839804978, 1.022073632,
3150.860236821, 1.021796314,
3150.901100307, 1.021775012,
3150.921532050, 1.021880829,
3150.941963793, 1.022023076,
3150.962395537, 1.022018760,
3150.982827280, 1.022037773,
3151.003259024, 1.021946974,
3151.023690768, 1.022117648,
3151.044122513, 1.021922666,
3151.064554257, 1.022004255,
3151.084986002, 1.022079021,
3151.105417746, 1.022082381,
3151.146281336, 1.021950361,
3151.166712982, 1.022171593,
3151.187144827, 1.022358529,
3151.207576573, 1.022030868,
3151.228008219, 1.022120755,
3151.248440065, 1.022256271,
3151.268871811, 1.022154686,
3151.289303658, 1.022113712,
3151.309735304, 1.022095978,
3151.330167051, 1.022151030,
3151.350598898, 1.022025712,
3151.371030545, 1.021923225,
3151.391462293, 1.022352034,
3151.411894140, 1.022136229,
3151.432325788, 1.022098820,
3151.452757536, 1.022263078,
3151.473189384, 1.022244957,
3151.493621032, 1.022077986,
3151.514052881, 1.022286097,
3151.534484630, 1.022120306,
3151.554916279, 1.022416950,
3151.575348128, 1.021986697,
3151.595779877, 1.021989064,
3151.636643376, 1.022331415,
3151.657075126, 1.022161954,
3151.677506876, 1.022207483,
3151.697938626, 1.022473893,
3151.718370376, 1.022277377,
3151.738802127, 1.022355609,
3151.759233878, 1.022184603,
3151.779665629, 1.022252050,
3151.800097380, 1.022165991,
3151.820529131, 1.022184324,
3151.840960883, 1.022494350,
3151.881824386, 1.022323395,
3151.902256238, 1.022428075,
3151.922687991, 1.022025327,
3151.943119643, 1.022397526,
3151.963551496, 1.022074749,
3151.983983249, 1.022477523,
3152.004414902, 1.022195546,
3152.024846755, 1.022069989,
3152.045278508, 1.022307216,
3152.065710362, 1.022726702,
3152.086142016, 1.022298147,
3152.127005624, 1.022369773,
3152.147437279, 1.022408403,
3152.188300888, 1.021938245,
3152.208732543, 1.022364749,
3152.229164398, 1.022282588,
3152.249596154, 1.022512241,
3152.270027809, 1.022441770,
3152.290459665, 1.022252458,
3152.331323077, 1.022132995,
3152.372186690, 1.022096148,
3152.392618347, 1.022284446,
